Gene,Reliability,Locations
ENSG00000122085,Supported,"{'Mitochondria', 'Cytosol'}"
ENSG00000122121,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000122122,Approved,"{'Plasma membrane', 'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000122126,Approved,"{'Microtubules', 'Cytosol', 'Centriolar satellite'}"
ENSG00000122140,Supported,{'Mitochondria'}
ENSG00000122180,Supported,{'Nucleoplasm'}
ENSG00000122188,Enhanced,"{'Plasma membrane', 'Golgi apparatus', 'Cytosol'}"
ENSG00000122203,Approved,{'Nucleoplasm'}
ENSG00000122218,Approved,"{'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000122257,Enhanced,{'Nuclear speckles'}
ENSG00000122299,Supported,{'Cytosol'}
ENSG00000122359,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000122367,Supported,"{'Focal adhesion sites', 'Cytosol', 'Nucleoplasm'}"
ENSG00000122376,Approved,"{'Actin filaments', 'Nucleoplasm'}"
ENSG00000122386,Approved,{'Nucleoplasm'}
ENSG00000122406,Supported,"{'Nucleoli', 'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000122435,Approved,"{'Plasma membrane', 'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000122483,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000122484,Supported,"{'Nucleoli', 'Cytosol'}"
ENSG00000122490,Approved,{'Nucleoplasm'}
ENSG00000122512,Enhanced,{'Nucleoplasm'}
ENSG00000122515,Supported,{'Nucleoplasm'}
ENSG00000122545,Enhanced,"{'Nucleoli', 'Cytosol', 'Actin filaments', 'Midbody'}"
ENSG00000122547,Approved,"{'Plasma membrane', 'Vesicles', 'Nuclear speckles'}"
ENSG00000122550,Enhanced,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000122557,Approved,{'Nucleoli'}
ENSG00000122565,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000122566,Enhanced,{'Nucleoplasm'}
ENSG00000122585,Enhanced,{'Golgi apparatus'}
ENSG00000122591,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000122592,Supported,"{'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000122642,Approved,"{'Mitochondria', 'Vesicles', 'Golgi apparatus'}"
ENSG00000122644,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000122674,Enhanced,{'Vesicles'}
ENSG00000122678,Supported,{'Nucleoplasm'}
ENSG00000122692,Approved,{'Vesicles'}
ENSG00000122696,Approved,{'Mitochondria'}
ENSG00000122705,Enhanced,"{'Vesicles', 'Lysosomes', 'Endosomes'}"
ENSG00000122707,Supported,{'Plasma membrane'}
ENSG00000122711,Approved,"{'Vesicles', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000122729,Supported,"{'Mitochondria', 'Cytosol'}"
ENSG00000122741,Approved,{'Nucleoli fibrillar center'}
ENSG00000122778,Approved,"{'Intermediate filaments', 'Nuclear membrane'}"
ENSG00000122779,Enhanced,{'Nucleoplasm'}
ENSG00000122786,Enhanced,"{'Plasma membrane', 'Actin filaments'}"
ENSG00000122787,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000122824,Approved,{'Cytosol'}
ENSG00000122859,Approved,"{'Nuclear speckles', 'Nucleoplasm'}"
ENSG00000122862,Supported,{'Golgi apparatus'}
ENSG00000122863,Approved,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000122870,Approved,{'Nucleoplasm'}
ENSG00000122873,Supported,{'Mitochondria'}
ENSG00000122877,Supported,{'Nucleoplasm'}
ENSG00000122882,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000122884,Supported,"{'Mitochondria', 'Vesicles', 'Endoplasmic reticulum'}"
ENSG00000122912,Approved,{'Mitochondria'}
ENSG00000122952,Enhanced,"{'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000122958,Enhanced,"{'Lysosomes', 'Endosomes'}"
ENSG00000122965,Supported,{'Nucleoli'}
ENSG00000122966,Approved,{'Cytosol'}
ENSG00000122970,Approved,"{'Cytosol', 'Centrosome'}"
ENSG00000122971,Enhanced,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000123064,Approved,"{'Nucleoli', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000123066,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000123080,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000123094,Approved,"{'Mitochondria', 'Cytosol'}"
ENSG00000123095,Supported,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000123096,Approved,"{'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000123104,Supported,{'Endoplasmic reticulum'}
ENSG00000123106,Supported,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000123119,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000123124,Approved,"{'Plasma membrane', 'Golgi apparatus', 'Cytosol'}"
ENSG00000123130,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000123131,Supported,"{'Endoplasmic reticulum', 'Cytosol'}"
ENSG00000123136,Approved,{'Nuclear speckles'}
ENSG00000123143,Supported,"{'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000123144,Approved,{'Nucleoplasm'}
ENSG00000123146,Approved,{'Cytosol'}
ENSG00000123154,Approved,"{'Centrosome', 'Vesicles', 'Nucleoplasm'}"
ENSG00000123159,Approved,"{'Plasma membrane', 'Cell Junctions', 'Nucleoplasm'}"
ENSG00000123178,Approved,{'Vesicles'}
ENSG00000123179,Supported,{'Endoplasmic reticulum'}
ENSG00000123191,Supported,{'Golgi apparatus'}
ENSG00000123200,Approved,"{'Nuclear membrane', 'Actin filaments'}"
ENSG00000123213,Approved,{'Mitochondria'}
ENSG00000123240,Enhanced,{'Cytosol'}
ENSG00000123243,Approved,"{'Vesicles', 'Golgi apparatus'}"
ENSG00000123268,Enhanced,{'Nucleoplasm'}
ENSG00000123297,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000123342,Approved,"{'Vesicles', 'Endoplasmic reticulum'}"
ENSG00000123349,Supported,"{'Intermediate filaments', 'Cytosol'}"
ENSG00000123352,Enhanced,{'Cytosol'}
ENSG00000123353,Supported,{'Endoplasmic reticulum'}
ENSG00000123358,Supported,"{'Nuclear membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000123374,Enhanced,"{'Centrosome', 'Cytosol', 'Nucleoplasm'}"
ENSG00000123384,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000123388,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000123405,Approved,"{'Actin filaments', 'Nucleoplasm'}"
ENSG00000123411,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000123415,Supported,"{'Nucleoli fibrillar center', 'Cytosol', 'Nucleoplasm'}"
ENSG00000123416,Supported,{'Microtubules'}
ENSG00000123427,Approved,{'Centrosome'}
ENSG00000123444,Approved,"{'Vesicles', 'Cytosol', 'Nucleoplasm'}"
ENSG00000123453,Approved,{'Mitochondria'}
ENSG00000123454,Supported,"{'Vesicles', 'Endoplasmic reticulum'}"
ENSG00000123472,Approved,{'Mitochondria'}
ENSG00000123473,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000123485,Enhanced,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000123496,Approved,"{'Plasma membrane', 'Cell Junctions', 'Vesicles'}"
ENSG00000123500,Approved,{'Endoplasmic reticulum'}
ENSG00000123505,Approved,{'Nucleoplasm'}
ENSG00000123545,Supported,{'Mitochondria'}
ENSG00000123552,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000123562,Enhanced,{'Nucleoplasm'}
ENSG00000123572,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000123575,Approved,"{'Golgi apparatus', 'Cytosol', 'Nucleoplasm'}"
ENSG00000123576,Supported,{'Nuclear speckles'}
ENSG00000123584,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000123600,Approved,{'Cytosol'}
ENSG00000123607,Supported,{'Mitochondria'}
ENSG00000123609,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000123636,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000123737,Enhanced,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000123815,Enhanced,{'Mitochondria'}
ENSG00000123836,Enhanced,{'Nucleoplasm'}
ENSG00000123908,Supported,"{'Cell Junctions', 'Nucleoplasm'}"
ENSG00000123933,Supported,{'Cytosol'}
ENSG00000123975,Approved,"{'Mitochondria', 'Vesicles', 'Cytosol', 'Nucleoplasm'}"
ENSG00000123977,Approved,"{'Plasma membrane', 'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000123983,Approved,"{'Nucleoli', 'Lipid droplets'}"
ENSG00000123989,Supported,"{'Vesicles', 'Cytosol', 'Centrosome'}"
ENSG00000123992,Supported,{'Cytosol'}
ENSG00000123999,Approved,{'Vesicles'}
ENSG00000124006,Approved,{'Centrosome'}
ENSG00000124019,Approved,{'Nucleoplasm'}
ENSG00000124067,Approved,{'Endosomes'}
ENSG00000124074,Supported,"{'Plasma membrane', 'Cytosol', 'Centrosome'}"
ENSG00000124092,Approved,"{'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000124098,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000124102,Approved,{'Plasma membrane'}
ENSG00000124104,Approved,"{'Vesicles', 'Centriolar satellite'}"
ENSG00000124107,Approved,{'Golgi apparatus'}
ENSG00000124120,Approved,"{'Golgi apparatus', 'Cytosol'}"
ENSG00000124126,Supported,"{'Vesicles', 'Cytosol'}"
ENSG00000124143,Supported,"{'Plasma membrane', 'Nucleoplasm', 'Cytosol', 'Centrosome'}"
ENSG00000124145,Approved,"{'Plasma membrane', 'Golgi apparatus'}"
ENSG00000124151,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124160,Supported,"{'Actin filaments', 'Nucleoplasm'}"
ENSG00000124164,Enhanced,{'Endoplasmic reticulum'}
ENSG00000124171,Supported,{'Cytosol'}
ENSG00000124177,Approved,{'Nucleoplasm'}
ENSG00000124181,Enhanced,{'Cytosol'}
ENSG00000124191,Supported,{'Nucleoplasm'}
ENSG00000124193,Supported,{'Nuclear speckles'}
ENSG00000124194,Approved,{'Endoplasmic reticulum'}
ENSG00000124198,Supported,{'Golgi apparatus'}
ENSG00000124201,Approved,{'Mitochondria'}
ENSG00000124207,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124208,Supported,{'Nucleoplasm'}
ENSG00000124212,Approved,{'Endoplasmic reticulum'}
ENSG00000124214,Supported,{'Cytosol'}
ENSG00000124215,Supported,"{'Plasma membrane', 'Microtubules'}"
ENSG00000124216,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124222,Enhanced,{'Vesicles'}
ENSG00000124225,Supported,{'Vesicles'}
ENSG00000124226,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000124228,Approved,{'Nucleoli'}
ENSG00000124243,Approved,"{'Intermediate filaments', 'Cytosol'}"
ENSG00000124257,Approved,{'Vesicles'}
ENSG00000124260,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124275,Approved,"{'Intermediate filaments', 'Cytosol', 'Nucleoplasm'}"
ENSG00000124279,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000124299,Approved,{'Nucleoplasm'}
ENSG00000124313,Approved,{'Vesicles'}
ENSG00000124333,Supported,{'Vesicles'}
ENSG00000124356,Enhanced,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000124357,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124370,Approved,{'Nucleoli'}
ENSG00000124374,Approved,{'Cytosol'}
ENSG00000124380,Approved,{'Nucleoplasm'}
ENSG00000124383,Enhanced,{'Nucleoli'}
ENSG00000124406,Supported,{'Vesicles'}
ENSG00000124422,Approved,{'Nuclear speckles'}
ENSG00000124429,Supported,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000124440,Supported,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000124444,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000124459,Supported,{'Nucleoplasm'}
ENSG00000124466,Approved,"{'Vesicles', 'Endoplasmic reticulum'}"
ENSG00000124479,Supported,"{'Nucleoli', 'Vesicles', 'Nucleoplasm'}"
ENSG00000124496,Enhanced,"{'Nucleoli fibrillar center', 'Cytosol', 'Nucleoplasm'}"
ENSG00000124507,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000124508,Approved,{'Mitochondria'}
ENSG00000124523,Supported,{'Mitochondria'}
ENSG00000124535,Approved,{'Nucleoplasm'}
ENSG00000124541,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000124562,Enhanced,{'Nucleoplasm'}
ENSG00000124568,Approved,{'Golgi apparatus'}
ENSG00000124570,Approved,{'Centrosome'}
ENSG00000124571,Enhanced,{'Nucleoplasm'}
ENSG00000124587,Supported,"{'Nucleoplasm', 'Vesicles', 'Nuclear bodies'}"
ENSG00000124588,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124596,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000124602,Approved,{'Centrosome'}
ENSG00000124608,Enhanced,{'Mitochondria'}
ENSG00000124614,Approved,{'Cytosol'}
ENSG00000124615,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000124635,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124641,Approved,"{'Centrosome', 'Nucleoplasm'}"
ENSG00000124659,Supported,{'Cytosol'}
ENSG00000124664,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000124688,Supported,"{'Nucleoli', 'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000124702,Enhanced,{'Nucleoplasm'}
ENSG00000124713,Approved,{'Cytosol'}
ENSG00000124733,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124749,Supported,{'Cytosol'}
ENSG00000124762,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000124766,Supported,{'Nucleoplasm'}
ENSG00000124767,Supported,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000124772,Approved,{'Cytosol'}
ENSG00000124780,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000124782,Supported,{'Nuclear speckles'}
ENSG00000124783,Supported,{'Endoplasmic reticulum'}
ENSG00000124784,Approved,"{'Nucleoli', 'Cytosol', 'Nuclear speckles'}"
ENSG00000124787,Approved,{'Nucleoplasm'}
ENSG00000124788,Supported,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000124789,Enhanced,{'Nuclear membrane'}
ENSG00000124795,Enhanced,{'Nucleoplasm'}
ENSG00000124802,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124813,Enhanced,{'Nucleoplasm'}
ENSG00000124831,Supported,{'Cytosol'}
ENSG00000124882,Approved,{'Vesicles'}
ENSG00000124900,Approved,"{'Nucleoli', 'Vesicles'}"
ENSG00000124920,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000124939,Approved,{'Vesicles'}
ENSG00000124942,Enhanced,"{'Plasma membrane', 'Cytosol'}"
ENSG00000125037,Approved,"{'Microtubules', 'Cytosol'}"
ENSG00000125089,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000125107,Supported,{'Cytosol'}
ENSG00000125149,Approved,"{'Nucleoli fibrillar center', 'Cytosol', 'Nuclear speckles'}"
ENSG00000125246,Approved,{'Cytosol'}
ENSG00000125247,Approved,{'Vesicles'}
ENSG00000125257,Approved,"{'Plasma membrane', 'Nucleoli', 'Golgi apparatus'}"
ENSG00000125266,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125285,Approved,{'Nucleoplasm'}
ENSG00000125319,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125347,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125351,Enhanced,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000125352,Supported,{'Nucleoplasm'}
ENSG00000125354,Approved,{'Cytosol'}
ENSG00000125356,Supported,"{'Mitochondria', 'Cytosol'}"
ENSG00000125375,Approved,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000125386,Approved,"{'Plasma membrane', 'Cytosol'}"
ENSG00000125388,Supported,{'Vesicles'}
ENSG00000125398,Enhanced,{'Nucleoplasm'}
ENSG00000125430,Approved,{'Vesicles'}
ENSG00000125434,Approved,"{'Mitochondria', 'Vesicles'}"
ENSG00000125445,Approved,{'Mitochondria'}
ENSG00000125447,Supported,{'Golgi apparatus'}
ENSG00000125449,Supported,{'Cytosol'}
ENSG00000125450,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125457,Supported,"{'Nucleoli', 'Cytosol'}"
ENSG00000125458,Supported,{'Cytosol'}
ENSG00000125482,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000125484,Supported,{'Nucleoplasm'}
ENSG00000125485,Supported,"{'Nucleoli', 'Vesicles', 'Golgi apparatus'}"
ENSG00000125505,Approved,{'Cytosol'}
ENSG00000125508,Approved,"{'Intermediate filaments', 'Actin filaments', 'Cytosol'}"
ENSG00000125520,Approved,{'Nuclear speckles'}
ENSG00000125531,Approved,"{'Aggresome', 'Vesicles', 'Nucleoplasm'}"
ENSG00000125534,Approved,"{'Nucleoli', 'Microtubules', 'Nucleoplasm'}"
ENSG00000125571,Supported,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000125611,Supported,{'Mitochondria'}
ENSG00000125618,Enhanced,{'Nucleoplasm'}
ENSG00000125630,Supported,"{'Nucleoli', 'Cytosol'}"
ENSG00000125633,Enhanced,"{'Plasma membrane', 'Vesicles'}"
ENSG00000125648,Supported,{'Mitochondria'}
ENSG00000125651,Enhanced,"{'Cell Junctions', 'Nucleoplasm'}"
ENSG00000125652,Supported,{'Mitochondria'}
ENSG00000125656,Supported,{'Mitochondria'}
ENSG00000125657,Approved,{'Golgi apparatus'}
ENSG00000125676,Approved,{'Nucleoplasm'}
ENSG00000125686,Supported,{'Nucleoplasm'}
ENSG00000125691,Supported,{'Cytosol'}
ENSG00000125703,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125731,Approved,"{'Cytokinetic bridge', 'Microtubules', 'Nucleoplasm'}"
ENSG00000125733,Supported,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000125734,Approved,"{'Vesicles', 'Golgi apparatus'}"
ENSG00000125740,Supported,{'Nucleoplasm'}
ENSG00000125741,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125743,Supported,{'Cytosol'}
ENSG00000125744,Approved,{'Nuclear speckles'}
ENSG00000125746,Approved,{'Vesicles'}
ENSG00000125753,Supported,"{'Focal adhesion sites', 'Cell Junctions', 'Plasma membrane'}"
ENSG00000125755,Supported,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000125772,Approved,{'Nucleoplasm'}
ENSG00000125775,Approved,"{'Vesicles', 'Cytosol'}"
ENSG00000125779,Supported,{'Cytosol'}
ENSG00000125798,Supported,"{'Cell Junctions', 'Nucleoplasm'}"
ENSG00000125810,Approved,"{'Plasma membrane', 'Vesicles'}"
ENSG00000125812,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000125816,Approved,{'Nuclear bodies'}
ENSG00000125817,Enhanced,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000125818,Enhanced,{'Cytosol'}
ENSG00000125827,Supported,{'Nuclear membrane'}
ENSG00000125834,Supported,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000125835,Supported,{'Nucleoplasm'}
ENSG00000125841,Approved,"{'Vesicles', 'Cytosol', 'Nucleoplasm'}"
ENSG00000125843,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125844,Enhanced,{'Endoplasmic reticulum'}
ENSG00000125845,Enhanced,{'Vesicles'}
ENSG00000125846,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000125848,Supported,"{'Plasma membrane', 'Cell Junctions', 'Cytosol'}"
ENSG00000125850,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125851,Approved,{'Vesicles'}
ENSG00000125863,Supported,{'Centrosome'}
ENSG00000125864,Supported,"{'Plasma membrane', 'Cytosol'}"
ENSG00000125870,Enhanced,{'Nuclear speckles'}
ENSG00000125871,Supported,{'Mitochondria'}
ENSG00000125877,Supported,"{'Nuclear bodies', 'Cytosol', 'Nucleoplasm'}"
ENSG00000125878,Supported,{'Nuclear speckles'}
ENSG00000125885,Supported,{'Nucleoplasm'}
ENSG00000125895,Approved,"{'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000125898,Supported,"{'Vesicles', 'Cytosol', 'Nucleoplasm'}"
ENSG00000125901,Supported,"{'Mitochondria', 'Nucleoplasm'}"
ENSG00000125910,Supported,{'Mitochondria'}
ENSG00000125912,Approved,"{'Lipid droplets', 'Nucleoplasm'}"
ENSG00000125931,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125944,Enhanced,{'Nucleoplasm'}
ENSG00000125945,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000125952,Supported,"{'Vesicles', 'Golgi apparatus', 'Nucleoplasm'}"
ENSG00000125962,Approved,"{'Plasma membrane', 'Cytosol', 'Nuclear speckles'}"
ENSG00000125966,Approved,"{'Plasma membrane', 'Nucleoli'}"
ENSG00000125967,Supported,{'Golgi apparatus'}
ENSG00000125968,Enhanced,{'Nucleoplasm'}
ENSG00000125970,Enhanced,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000125977,Supported,"{'Nucleoli', 'Endoplasmic reticulum'}"
ENSG00000125991,Supported,{'Nucleoplasm'}
ENSG00000126001,Supported,{'Centrosome'}
ENSG00000126003,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000126010,Supported,{'Plasma membrane'}
ENSG00000126012,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000126016,Supported,{'Cell Junctions'}
ENSG00000126062,Supported,{'Golgi apparatus'}
ENSG00000126067,Enhanced,{'Nucleoplasm'}
ENSG00000126070,Supported,"{'Cytoplasmic bodies', 'Nucleoplasm'}"
ENSG00000126088,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000126106,Approved,"{'Focal adhesion sites', 'Golgi apparatus'}"
ENSG00000126215,Enhanced,{'Nucleoplasm'}
ENSG00000126226,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000126246,Approved,{'Focal adhesion sites'}
ENSG00000126247,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000126249,Approved,{'Mitochondria'}
ENSG00000126254,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000126259,Supported,{'Centriolar satellite'}
ENSG00000126261,Supported,{'Nucleoplasm'}
ENSG00000126264,Supported,"{'Plasma membrane', 'Vesicles', 'Centriolar satellite'}"
ENSG00000126267,Supported,{'Mitochondria'}
ENSG00000126351,Supported,{'Cytosol'}
ENSG00000126353,Approved,{'Mitochondria'}
ENSG00000126368,Supported,{'Nuclear bodies'}
ENSG00000126391,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000126432,Enhanced,{'Mitochondria'}
ENSG00000126453,Approved,"{'Plasma membrane', 'Vesicles'}"
ENSG00000126456,Supported,{'Cytosol'}
ENSG00000126457,Supported,{'Nucleoplasm'}
ENSG00000126458,Approved,{'Vesicles'}
ENSG00000126460,Approved,"{'Nucleoli', 'Cytosol', 'Nucleoplasm'}"
ENSG00000126461,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000126464,Approved,{'Cytosol'}
ENSG00000126522,Approved,{'Cytosol'}
ENSG00000126524,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000126561,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000126602,Enhanced,{'Mitochondria'}
ENSG00000126603,Approved,"{'Plasma membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000126653,Supported,{'Nucleoplasm'}
ENSG00000126698,Enhanced,{'Nucleoplasm'}
ENSG00000126705,Supported,{'Nucleoplasm'}
ENSG00000126709,Approved,{'Mitochondria'}
ENSG00000126733,Approved,{'Nucleoplasm'}
ENSG00000126746,Approved,{'Nucleoplasm'}
ENSG00000126749,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000126752,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000126756,Supported,"{'Centriolar satellite', 'Nucleoplasm'}"
ENSG00000126767,Enhanced,{'Nucleoplasm'}
ENSG00000126768,Approved,"{'Mitochondria', 'Microtubules'}"
ENSG00000126773,Approved,{'Cytosol'}
ENSG00000126777,Enhanced,{'Endoplasmic reticulum'}
ENSG00000126778,Supported,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000126785,Approved,"{'Plasma membrane', 'Nucleoli', 'Nucleoplasm'}"
ENSG00000126787,Supported,"{'Cytosol', 'Centriolar satellite'}"
ENSG00000126803,Approved,"{'Vesicles', 'Nucleoplasm'}"
ENSG00000126804,Supported,"{'Nuclear membrane', 'Nucleoplasm'}"
ENSG00000126814,Approved,"{'Nucleoli', 'Nucleoplasm'}"
ENSG00000126821,Enhanced,{'Nucleoplasm'}
ENSG00000126822,Supported,"{'Cytokinetic bridge', 'Plasma membrane', 'Nucleoplasm', 'Cytosol', 'Centrosome'}"
ENSG00000126860,Approved,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000126870,Approved,{'Centriolar satellite'}
ENSG00000126883,Approved,{'Nucleoplasm'}
ENSG00000126890,Enhanced,"{'Nucleoplasm', 'Vesicles', 'Nuclear bodies'}"
ENSG00000126903,Approved,{'Intermediate filaments'}
ENSG00000126934,Supported,{'Cytosol'}
ENSG00000126945,Enhanced,{'Nucleoplasm'}
ENSG00000126947,Approved,"{'Mitochondria', 'Cytosol', 'Nucleoplasm'}"
ENSG00000126950,Supported,{'Vesicles'}
ENSG00000126953,Supported,{'Mitochondria'}
ENSG00000126970,Approved,"{'Vesicles', 'Microtubules'}"
ENSG00000127022,Enhanced,{'Endoplasmic reticulum'}
ENSG00000127054,Supported,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000127080,Approved,{'Cytosol'}
ENSG00000127081,Approved,"{'Nuclear membrane', 'Cytosol', 'Nucleoplasm'}"
ENSG00000127083,Approved,"{'Endoplasmic reticulum', 'Nucleoli fibrillar center'}"
ENSG00000127084,Approved,"{'Cytosol', 'Nucleoplasm'}"
ENSG00000127124,Supported,{'Nucleoplasm'}
ENSG00000127125,Approved,"{'Mitochondria', 'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000127129,Approved,{'Cytosol'}
ENSG00000127152,Approved,"{'Nucleoli fibrillar center', 'Nucleoplasm'}"
ENSG00000127191,Enhanced,{'Cytosol'}
ENSG00000127220,Approved,"{'Nuclear bodies', 'Nucleoplasm'}"
ENSG00000127241,Enhanced,"{'Cytosol', 'Nucleoplasm'}"
